latitude,longitude,name,address,map_url
48.867757,2.3353889999999637,Végitaï,"39/41 Passage Choiseul, 75002 Paris",http://www.openstreetmap.org/?mlat=48.867757&mlon=2.3353889999999637#map=4/48.867757/2.3353889999999637/m
48.863434,2.3631319999999505,Nanashi,"57 Rue Charlot, 75003 Paris, France",http://www.openstreetmap.org/?mlat=48.863434&mlon=2.3631319999999505#map=4/48.863434/2.3631319999999505/m
48.825504,2.3537360000000263,La bonne heure,"72 Rue du Moulin des Prés, 75013 Paris, France",http://www.openstreetmap.org/?mlat=48.825504&mlon=2.3537360000000263#map=4/48.825504/2.3537360000000263/m
16.2417301,-61.565840200000025,Vapor é Vous,"Immeuble Tsahal, 51 rue Becquerel, Jarry, Guadeloupe",http://www.openstreetmap.org/?mlat=16.2417301&mlon=-61.565840200000025#map=4/16.2417301/-61.565840200000025/m
45.88187,-1.251585,Maha Prana,"20 Route du Large, 17550 Dolus-d'Oléron",http://www.openstreetmap.org/?mlat=45.88187&mlon=-1.251585#map=4/45.88187/-1.251585/m
46.207108,6.145691,Qibi Urban Smart Food,"Rue Kléberg 12, 1201 Genève, Suisse",http://www.openstreetmap.org/?mlat=46.207108&mlon=6.145691#map=4/46.207108/6.145691/m
48.885204,2.365449,Cantine Vagabonde,"11 Rue d'Aubervilliers, 75019 Paris, France",http://www.openstreetmap.org/?mlat=48.885204&mlon=2.365449#map=4/48.885204/2.365449/m
48.861174,2.344402,Beytouti,"44 Rue Saint Honoré, 75001 Paris, France",http://www.openstreetmap.org/?mlat=48.861174&mlon=2.344402#map=4/48.861174/2.344402/m
48.851807,2.366342,Grand Appétit,"9 Rue de la Cerisaie, 75004 Paris, France",http://www.openstreetmap.org/?mlat=48.851807&mlon=2.366342#map=4/48.851807/2.366342/m
44.8355503,-0.5836331,La cuisine de Johanna,"44 Cours Anatole France, 33000 Bordeaux, France",http://www.openstreetmap.org/?mlat=44.8355503&mlon=-0.5836331#map=4/44.8355503/-0.5836331/m
48.114765,-1.676024,Dolma,"36 Rue Saint-Melaine, 35000 Rennes, France",http://www.openstreetmap.org/?mlat=48.114765&mlon=-1.676024#map=4/48.114765/-1.676024/m
48.114367,-1.679732,Ethnic Food,"3 Place Sainte-Anne, 35000 Rennes, France",http://www.openstreetmap.org/?mlat=48.114367&mlon=-1.679732#map=4/48.114367/-1.679732/m
48.867429,2.344029,Loumi's,"106 Rue Montmartre, 75002 Paris, France",http://www.openstreetmap.org/?mlat=48.867429&mlon=2.344029#map=4/48.867429/2.344029/m
48.908821,0.26453,La Maison du Vert,"70 Le Bourg, 61120 Ticheville, France",http://www.openstreetmap.org/?mlat=48.908821&mlon=0.26453#map=4/48.908821/0.26453/m
43.608501,1.449604,Ô Bali,"31 Rue Denfert Rochereau, 31000 Toulouse, France",http://www.openstreetmap.org/?mlat=43.608501&mlon=1.449604#map=4/43.608501/1.449604/m
51.217365,4.403891,Lombardia Natural Food,"Lombardenvest 78, 2000 Antwerpen, Belgique",http://www.openstreetmap.org/?mlat=51.217365&mlon=4.403891#map=4/51.217365/4.403891/m
50.630081,3.057225,Sushi Boutik,"133 Rue Solférino, 59000 Lille, France",http://www.openstreetmap.org/?mlat=50.630081&mlon=3.057225#map=4/50.630081/3.057225/m
48.1392776,-1.6910584,Pique-Prune — St Grégoire,"8 Allée de la Cerisaie, 35760 Saint-Grégoire, France",http://www.openstreetmap.org/?mlat=48.1392776&mlon=-1.6910584#map=4/48.1392776/-1.6910584/m
48.1132017,-1.6069621000000003,Pique-Prune — Cesson,"8 Avenue des Peupliers, 35510 Cesson-Sévigné, France",http://www.openstreetmap.org/?mlat=48.1132017&mlon=-1.6069621000000003#map=4/48.1132017/-1.6069621000000003/m
50.63257,3.065109,La Source,"13 Rue du Plat, 59800 Lille, France",http://www.openstreetmap.org/?mlat=50.63257&mlon=3.065109#map=4/50.63257/3.065109/m
50.6296873,3.061069599999996,Cô Dô Huê,"16 Rue Nicolas Leblanc, 59000 Lille, France",http://www.openstreetmap.org/?mlat=50.6296873&mlon=3.061069599999996#map=4/50.6296873/3.061069599999996/m
43.609681,3.875809000000004,Umiyaki,"9 Rue de la Friperie, 34000 Montpellier, France",http://www.openstreetmap.org/?mlat=43.609681&mlon=3.875809000000004#map=4/43.609681/3.875809000000004/m
43.579882,7.125550999999973,Chez Helen,"35 Rue des Revennes, 06600 Antibes",http://www.openstreetmap.org/?mlat=43.579882&mlon=7.125550999999973#map=4/43.579882/7.125550999999973/m
47.899667,1.909366999999975,Hikari,"28 Rue de la Poterne, 45000 Orléans, France",http://www.openstreetmap.org/?mlat=47.899667&mlon=1.909366999999975#map=4/47.899667/1.909366999999975/m
